0.0	0.0
1.0	1.34778127302e-09
2.0	1.62976613492e-09
3.0	2.17252602031e-09
4.0	1.22871203593e-09
5.0	1.9064659012e-09
6.0	5.49606071485e-10
7.0	2.91971329314e-09
8.0	-8.16050998745e-10
9.0	-9.31654889069e-11
10.0	5.41917338514e-09
11.0	-7.3764344247e-09
12.0	4.21687944281e-09
13.0	-5.20428146607e-09
14.0	3.47571819997e-09
15.0	-2.26554532666e-09
16.0	-5.99336590932e-09
17.0	2.45576966334e-10
18.0	-2.28801496694e-09
19.0	3.56482637892e-09
20.0	-5.94415665299e-09
21.0	1.33633862092e-09
22.0	3.21729772881e-09
23.0	2.81687750317e-09
24.0	-9.43079781331e-09
25.0	2.0240812402e-09
26.0	1.31442687544e-08
27.0	-1.6312809804e-08
28.0	8.65834900948e-09
29.0	-2.53889464808e-09
30.0	2.22771327922e-09
31.0	3.33547639777e-09
32.0	-9.87251662384e-09
33.0	1.0896773423e-08
34.0	-4.22552984924e-09
35.0	-4.21508890414e-10
36.0	3.93654470957e-09
37.0	-2.41395859137e-09
38.0	1.05269234901e-09
39.0	4.12580244658e-09
40.0	-5.6916719736e-09
41.0	4.8274657909e-09
42.0	9.76056337787e-11
43.0	1.16545351247e-09
44.0	-2.45387026557e-09
45.0	3.93760399554e-09
46.0	6.37783475705e-09
47.0	-1.50630288794e-08
48.0	2.05721091669e-08
49.0	-2.42585290729e-08
50.0	3.6751549607e-08
51.0	-3.64832746475e-08
52.0	2.80057255075e-08
53.0	-1.27873510559e-08
54.0	1.36514164483e-08
55.0	4.92280086514e-08
56.0	1.47712300797e-08
57.0	1.8089607366e-07
58.0	-2.27224014293e-07
59.0	1.02326173348e-07
60.0	1.10804615316e-08
61.0	-1.5505850142e-07
62.0	-1.29731775615e-08
63.0	9.11779238876e-08
64.0	-1.65045723938e-07
65.0	-4.03961323506e-07
66.0	3.01475088241e-07
67.0	-6.15487239559e-08
68.0	-7.85474212191e-08
69.0	-3.57178863176e-07
70.0	8.01947567053e-07
71.0	9.94588204484e-08
72.0	-4.4420157422e-07
73.0	1.06347518752e-06
74.0	-5.85680320014e-07
75.0	-7.40451213056e-07
76.0	-3.84371766666e-07
77.0	9.28409891461e-07
78.0	5.79632602439e-07
79.0	-5.75493816119e-08
80.0	3.6381988971e-07
81.0	-1.69524482832e-07
82.0	-9.13389030963e-07
83.0	-1.18370981276e-06
84.0	1.3785897198e-06
85.0	-3.48235988587e-07
86.0	-7.42986121693e-07
87.0	1.00114228749e-06
88.0	2.63833943061e-07
89.0	-3.18530004857e-07
90.0	-7.03207728618e-09
91.0	4.3963811078e-07
92.0	1.37910252923e-07
93.0	-5.67519353814e-08
94.0	1.05983625561e-07
95.0	2.72494919901e-07
96.0	-9.48831679545e-07
97.0	1.36943078726e-06
98.0	1.36744771548e-07
99.0	6.37578557592e-07
100.0	-4.0796169977e-07
101.0	-2.44894722088e-06
102.0	1.05569634746e-06
103.0	-9.5470815198e-07
104.0	6.71729109158e-07
105.0	-1.0260136883e-06
106.0	7.19599209583e-07
107.0	8.76507035825e-07
108.0	-1.19731693585e-06
109.0	1.70289907894e-06
110.0	-1.76523612294e-06
111.0	1.18474212273e-06
112.0	-5.34681096119e-07
113.0	3.7645320898e-07
114.0	7.00296158417e-07
115.0	-2.51549678713e-06
116.0	7.74277493433e-07
117.0	-8.3306963398e-07
118.0	1.67463117464e-06
119.0	-8.13811544011e-07
120.0	-4.85117244119e-07
121.0	3.66197127164e-07
122.0	1.78347314751e-06
